97300 100.00 705 50000 M0_2_50000_blastdb_BL60006.dna.00000001.out 3471549 3422254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 684769 684802 M0_2_50000_blastdb_BL60006.dna.00650001.out 2741394 2741427 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 684809 684842 M0_2_50000_blastdb_BL60006.dna.00650001.out 2711953 2711986 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 670785 670802 M0_2_50000_blastdb_BL60006.dna.00650001.out 2661087 2661104 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 684776 684801 M0_2_50000_blastdb_BL60006.dna.00650001.out 2512820 2512795 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691599 691616 M0_2_50000_blastdb_BL60006.dna.00650001.out 2478555 2478538 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 671905 671922 M0_2_50000_blastdb_BL60006.dna.00650001.out 2346493 2346510 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 674557 674574 M0_2_50000_blastdb_BL60006.dna.00650001.out 2147509 2147492 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 672478 672499 M0_2_50000_blastdb_BL60006.dna.00650001.out 2081370 2081391 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691779 691796 M0_2_50000_blastdb_BL60006.dna.00650001.out 2040092 2040075 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 698982 698999 M0_2_50000_blastdb_BL60006.dna.00650001.out 2029557 2029540 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 683174 683191 M0_2_50000_blastdb_BL60006.dna.00650001.out 1981546 1981529 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 666362 666383 M0_2_50000_blastdb_BL60006.dna.00650001.out 1965234 1965213 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 675829 675846 M0_2_50000_blastdb_BL60006.dna.00650001.out 1951575 1951558 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 667705 667722 M0_2_50000_blastdb_BL60006.dna.00650001.out 1612226 1612209 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 657656 657673 M0_2_50000_blastdb_BL60006.dna.00650001.out 1405717 1405734 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 692864 692885 M0_2_50000_blastdb_BL60006.dna.00650001.out 1313357 1313378 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 690585 690606 M0_2_50000_blastdb_BL60006.dna.00650001.out 1287032 1287053 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 673485 673502 M0_2_50000_blastdb_BL60006.dna.00650001.out 1242342 1242325 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691599 691616 M0_2_50000_blastdb_BL60006.dna.00650001.out 1217099 1217116 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 1217099 1217116 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 650215 650236 M0_2_50000_blastdb_BL60006.dna.00650001.out 1112226 1112205 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 671206 671227 M0_2_50000_blastdb_BL60006.dna.00650001.out 949589 949568 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 673702 673719 M0_2_50000_blastdb_BL60006.dna.00650001.out 948709 948692 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 684775 684796 M0_2_50000_blastdb_BL60006.dna.00650001.out 912253 912274 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 780593 780576 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 672903 672920 M0_2_50000_blastdb_BL60006.dna.00650001.out 766362 766345 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 706881 706898 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 691410 691435 M0_2_50000_blastdb_BL60006.dna.00650001.out 647709 647684 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 548391 548374 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691599 691616 M0_2_50000_blastdb_BL60006.dna.00650001.out 548391 548374 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 684768 684789 M0_2_50000_blastdb_BL60006.dna.00650001.out 515051 515072 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690340 690357 M0_2_50000_blastdb_BL60006.dna.00650001.out 478407 478390 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 695893 695910 M0_2_50000_blastdb_BL60006.dna.00650001.out 374244 374261 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 695893 695922 M0_2_50000_blastdb_BL60006.dna.00650001.out 277548 277577 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 244296 244279 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691599 691616 M0_2_50000_blastdb_BL60006.dna.00650001.out 244296 244279 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 670281 670298 M0_2_50000_blastdb_BL60006.dna.00650001.out 125721 125738 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 686507 686528 M0_2_50000_blastdb_BL60006.dna.00650001.out 116991 117012 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690337 690354 M0_2_50000_blastdb_BL60006.dna.00650001.out 109056 109073 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 691599 691616 M0_2_50000_blastdb_BL60006.dna.00650001.out 91942 91959 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 690338 690355 M0_2_50000_blastdb_BL60006.dna.00650001.out 91942 91959 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 674892 674913 M0_2_50000_blastdb_BL60006.dna.00650001.out 90776 90755 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
85030 100.00 700001 743143 M0_2_50000_blastdb_BL60006.dna.00700001.out 4760266 4803408 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
10960 100.00 743173 748772 M0_2_50000_blastdb_BL60006.dna.00700001.out 4803438 4809037 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1919 99.00 749009 750000 M0_2_50000_blastdb_BL60006.dna.00700001.out 237 1228 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
402 100.00 748773 748975 M0_2_50000_blastdb_BL60006.dna.00700001.out 1 203 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
141 100.00 707177 707247 M0_2_50000_blastdb_BL60006.dna.00700001.out 3479767 3479837 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
141 100.00 706945 707015 M0_2_50000_blastdb_BL60006.dna.00700001.out 3479767 3479837 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
133 99.00 707063 707133 M0_2_50000_blastdb_BL60006.dna.00700001.out 3479767 3479837 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
71 96.00 721270 721317 M0_2_50000_blastdb_BL60006.dna.00700001.out 3309381 3309335 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
69 97.00 718561 718599 M0_2_50000_blastdb_BL60006.dna.00700001.out 1676184 1676146 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
67 97.00 727216 727253 M0_2_50000_blastdb_BL60006.dna.00700001.out 4206343 4206306 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
65 97.00 722900 722936 M0_2_50000_blastdb_BL60006.dna.00700001.out 4750623 4750587 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
65 100.00 718562 718594 M0_2_50000_blastdb_BL60006.dna.00700001.out 2398960 2398928 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
65 97.00 722901 722937 M0_2_50000_blastdb_BL60006.dna.00700001.out 124831 124795 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 97.00 722900 722935 M0_2_50000_blastdb_BL60006.dna.00700001.out 3461729 3461694 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 722170 722201 M0_2_50000_blastdb_BL60006.dna.00700001.out 3300518 3300549 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 2937774 2937805 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 725748 725779 M0_2_50000_blastdb_BL60006.dna.00700001.out 538892 538923 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 97.00 722900 722935 M0_2_50000_blastdb_BL60006.dna.00700001.out 5071 5106 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 722902 722936 M0_2_50000_blastdb_BL60006.dna.00700001.out 3980202 3980236 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 722903 722937 M0_2_50000_blastdb_BL60006.dna.00700001.out 3802074 3802040 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 100.00 722171 722201 M0_2_50000_blastdb_BL60006.dna.00700001.out 2512826 2512796 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 95.00 727217 727255 M0_2_50000_blastdb_BL60006.dna.00700001.out 538782 538820 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 722901 722935 M0_2_50000_blastdb_BL60006.dna.00700001.out 232140 232174 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 722858 722891 M0_2_50000_blastdb_BL60006.dna.00700001.out 4369466 4369499 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 718561 718594 M0_2_50000_blastdb_BL60006.dna.00700001.out 4147066 4147099 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 95.00 722901 722938 M0_2_50000_blastdb_BL60006.dna.00700001.out 4094198 4094161 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 722902 722935 M0_2_50000_blastdb_BL60006.dna.00700001.out 3743649 3743682 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 727217 727254 M0_2_50000_blastdb_BL60006.dna.00700001.out 365278 365314 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 95.00 722225 722262 M0_2_50000_blastdb_BL60006.dna.00700001.out 5069 5106 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 95.00 722227 722263 M0_2_50000_blastdb_BL60006.dna.00700001.out 4750623 4750587 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 722170 722202 M0_2_50000_blastdb_BL60006.dna.00700001.out 4637155 4637187 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 732940 732972 M0_2_50000_blastdb_BL60006.dna.00700001.out 4269550 4269582 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 95.00 722226 722262 M0_2_50000_blastdb_BL60006.dna.00700001.out 3461730 3461694 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 728644 728680 M0_2_50000_blastdb_BL60006.dna.00700001.out 2640330 2640295 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 722170 722202 M0_2_50000_blastdb_BL60006.dna.00700001.out 1954624 1954656 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 95.00 728644 728680 M0_2_50000_blastdb_BL60006.dna.00700001.out 1751459 1751423 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 95.00 722228 722264 M0_2_50000_blastdb_BL60006.dna.00700001.out 124831 124795 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 732940 732972 M0_2_50000_blastdb_BL60006.dna.00700001.out 57249 57217 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 727274 727305 M0_2_50000_blastdb_BL60006.dna.00700001.out 4745065 4745034 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 722170 722201 M0_2_50000_blastdb_BL60006.dna.00700001.out 4267679 4267710 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 4262877 4262846 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 4119344 4119375 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732939 732970 M0_2_50000_blastdb_BL60006.dna.00700001.out 3857629 3857598 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 722170 722201 M0_2_50000_blastdb_BL60006.dna.00700001.out 3794481 3794512 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 725748 725779 M0_2_50000_blastdb_BL60006.dna.00700001.out 3778172 3778203 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 3743692 3743723 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 722170 722201 M0_2_50000_blastdb_BL60006.dna.00700001.out 3732776 3732745 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 3594691 3594722 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 722904 722935 M0_2_50000_blastdb_BL60006.dna.00700001.out 3594650 3594681 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732940 732971 M0_2_50000_blastdb_BL60006.dna.00700001.out 2711995 2712026 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 94.00 727273 727308 M0_2_50000_blastdb_BL60006.dna.00700001.out 2508105 2508070 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 91.00 727212 727255 M0_2_50000_blastdb_BL60006.dna.00700001.out 1184159 1184116 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 92.00 727217 727256 M0_2_50000_blastdb_BL60006.dna.00700001.out 538840 538879 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 92.00 727217 727256 M0_2_50000_blastdb_BL60006.dna.00700001.out 538724 538763 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 725748 725779 M0_2_50000_blastdb_BL60006.dna.00700001.out 478377 478346 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 721382 721413 M0_2_50000_blastdb_BL60006.dna.00700001.out 410448 410479 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 732939 732970 M0_2_50000_blastdb_BL60006.dna.00700001.out 277547 277578 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 732940 732970 M0_2_50000_blastdb_BL60006.dna.00700001.out 4294362 4294392 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 732940 732970 M0_2_50000_blastdb_BL60006.dna.00700001.out 4158826 4158796 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
