26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 820289 820305 2_50000_blastdb_BX571856.fas.00800001.out 1041808 1041824 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 822706 822722 2_50000_blastdb_BX571856.fas.00800001.out 1041738 1041754 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 825466 825482 2_50000_blastdb_BX571856.fas.00800001.out 1025127 1025143 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 849404 849420 2_50000_blastdb_BX571856.fas.00800001.out 999582 999566 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 829206 829222 2_50000_blastdb_BX571856.fas.00800001.out 938313 938329 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 849173 849189 2_50000_blastdb_BX571856.fas.00800001.out 936696 936680 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 843623 843643 2_50000_blastdb_BX571856.fas.00800001.out 918602 918622 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 828769 828785 2_50000_blastdb_BX571856.fas.00800001.out 886267 886283 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 822429 822449 2_50000_blastdb_BX571856.fas.00800001.out 880836 880856 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 839841 839857 2_50000_blastdb_BX571856.fas.00800001.out 861188 861172 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 800869 800885 2_50000_blastdb_BX571856.fas.00800001.out 854955 854939 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 848772 848788 2_50000_blastdb_BX571856.fas.00800001.out 824781 824797 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 809539 809555 2_50000_blastdb_BX571856.fas.00800001.out 804033 804017 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 803238 803254 2_50000_blastdb_BX571856.fas.00800001.out 799167 799183 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 830894 830910 2_50000_blastdb_BX571856.fas.00800001.out 797182 797198 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 841415 841431 2_50000_blastdb_BX571856.fas.00800001.out 786659 786675 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 804652 804668 2_50000_blastdb_BX571856.fas.00800001.out 781962 781946 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 815828 815844 2_50000_blastdb_BX571856.fas.00800001.out 780704 780720 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 819252 819268 2_50000_blastdb_BX571856.fas.00800001.out 774727 774711 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 819278 819294 2_50000_blastdb_BX571856.fas.00800001.out 774701 774685 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 848250 848266 2_50000_blastdb_BX571856.fas.00800001.out 764722 764706 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 843400 843416 2_50000_blastdb_BX571856.fas.00800001.out 758406 758422 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 88.00 848779 848811 2_50000_blastdb_BX571856.fas.00800001.out 699708 699676 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 834045 834061 2_50000_blastdb_BX571856.fas.00800001.out 687773 687789 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 822433 822449 2_50000_blastdb_BX571856.fas.00800001.out 686493 686509 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 845559 845575 2_50000_blastdb_BX571856.fas.00800001.out 660370 660386 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 836126 836142 2_50000_blastdb_BX571856.fas.00800001.out 624954 624970 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 810283 810303 2_50000_blastdb_BX571856.fas.00800001.out 609307 609287 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 801830 801846 2_50000_blastdb_BX571856.fas.00800001.out 604841 604857 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 801330 801346 2_50000_blastdb_BX571856.fas.00800001.out 604449 604465 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 801830 801846 2_50000_blastdb_BX571856.fas.00800001.out 600914 600930 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 801830 801846 2_50000_blastdb_BX571856.fas.00800001.out 596456 596472 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 829128 829144 2_50000_blastdb_BX571856.fas.00800001.out 594196 594212 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 831527 831543 2_50000_blastdb_BX571856.fas.00800001.out 587079 587063 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 847563 847579 2_50000_blastdb_BX571856.fas.00800001.out 577171 577187 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 842799 842815 2_50000_blastdb_BX571856.fas.00800001.out 547773 547789 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 808333 808349 2_50000_blastdb_BX571856.fas.00800001.out 531244 531260 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 817289 817305 2_50000_blastdb_BX571856.fas.00800001.out 524464 524448 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 806686 806702 2_50000_blastdb_BX571856.fas.00800001.out 517654 517670 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 843027 843055 2_50000_blastdb_BX571856.fas.00800001.out 447755 447783 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 830841 830857 2_50000_blastdb_BX571856.fas.00800001.out 434992 434976 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 844695 844711 2_50000_blastdb_BX571856.fas.00800001.out 420303 420319 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 805585 805601 2_50000_blastdb_BX571856.fas.00800001.out 412640 412656 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 828584 828600 2_50000_blastdb_BX571856.fas.00800001.out 394366 394350 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 826217 826237 2_50000_blastdb_BX571856.fas.00800001.out 311619 311639 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 818277 818293 2_50000_blastdb_BX571856.fas.00800001.out 310661 310645 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 809202 809222 2_50000_blastdb_BX571856.fas.00800001.out 304568 304588 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 842454 842470 2_50000_blastdb_BX571856.fas.00800001.out 296554 296570 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 816903 816923 2_50000_blastdb_BX571856.fas.00800001.out 292964 292984 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 825388 825404 2_50000_blastdb_BX571856.fas.00800001.out 290027 290011 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 815828 815844 2_50000_blastdb_BX571856.fas.00800001.out 288866 288882 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 815818 815842 2_50000_blastdb_BX571856.fas.00800001.out 273670 273646 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 829484 829508 2_50000_blastdb_BX571856.fas.00800001.out 273642 273618 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 800224 800240 2_50000_blastdb_BX571856.fas.00800001.out 203356 203372 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 808686 808706 2_50000_blastdb_BX571856.fas.00800001.out 177291 177311 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 809520 809536 2_50000_blastdb_BX571856.fas.00800001.out 171388 171404 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 806872 806888 2_50000_blastdb_BX571856.fas.00800001.out 166063 166047 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 832547 832563 2_50000_blastdb_BX571856.fas.00800001.out 101165 101181 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 813627 813655 2_50000_blastdb_BX571856.fas.00800001.out 86897 86925 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 809147 809167 2_50000_blastdb_BX571856.fas.00800001.out 84577 84597 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 844378 844394 2_50000_blastdb_BX571856.fas.00800001.out 14223 14239 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 806298 806314 2_50000_blastdb_BX571856.fas.00800001.out 10008 9992 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
22830 98.00 850001 862344 2_50000_blastdb_BX571856.fas.00850001.out 805408 817742 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
14750 99.00 871168 878869 2_50000_blastdb_BX571856.fas.00850001.out 824995 832695 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
6336 98.00 896522 900000 2_50000_blastdb_BX571856.fas.00850001.out 849013 852489 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
4764 95.00 879944 882967 2_50000_blastdb_BX571856.fas.00850001.out 833759 836782 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
3384 97.00 864886 866792 2_50000_blastdb_BX571856.fas.00850001.out 820285 822195 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
3360 92.00 892380 894821 2_50000_blastdb_BX571856.fas.00850001.out 844906 847348 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
3243 98.00 868772 870545 2_50000_blastdb_BX571856.fas.00850001.out 822395 824168 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
2817 97.00 886482 888066 2_50000_blastdb_BX571856.fas.00850001.out 839292 840877 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
2744 94.00 888125 889942 2_50000_blastdb_BX571856.fas.00850001.out 840935 842749 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
2516 99.00 862660 863980 2_50000_blastdb_BX571856.fas.00850001.out 818057 819377 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1939 98.00 883023 884072 2_50000_blastdb_BX571856.fas.00850001.out 836838 837887 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1895 99.00 878883 879870 2_50000_blastdb_BX571856.fas.00850001.out 832711 833698 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1643 99.00 863997 864862 2_50000_blastdb_BX571856.fas.00850001.out 819394 820261 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1499 98.00 895619 896426 2_50000_blastdb_BX571856.fas.00850001.out 848110 848917 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
993 96.00 891086 891671 2_50000_blastdb_BX571856.fas.00850001.out 843593 844178 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
860 99.00 885576 886025 2_50000_blastdb_BX571856.fas.00850001.out 838388 838837 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
743 95.00 895086 895552 2_50000_blastdb_BX571856.fas.00850001.out 847577 848043 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
668 97.00 886091 886464 2_50000_blastdb_BX571856.fas.00850001.out 838903 839276 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
482 86.00 889946 890505 2_50000_blastdb_BX571856.fas.00850001.out 842741 843306 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
454 99.00 870632 870868 2_50000_blastdb_BX571856.fas.00850001.out 824255 824491 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
414 97.00 862382 862618 2_50000_blastdb_BX571856.fas.00850001.out 817779 818015 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
385 87.00 890579 890988 2_50000_blastdb_BX571856.fas.00850001.out 2700508 2700099 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
379 85.00 890588 891042 2_50000_blastdb_BX571856.fas.00850001.out 843101 843555 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
373 86.00 890579 890994 2_50000_blastdb_BX571856.fas.00850001.out 604960 605375 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
365 85.00 890579 891049 2_50000_blastdb_BX571856.fas.00850001.out 2700436 2699972 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
363 86.00 890579 890997 2_50000_blastdb_BX571856.fas.00850001.out 604942 605360 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
361 86.00 890576 890997 2_50000_blastdb_BX571856.fas.00850001.out 2700673 2700252 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
357 98.00 862056 862247 2_50000_blastdb_BX571856.fas.00850001.out 1658697 1658506 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
355 98.00 870960 871150 2_50000_blastdb_BX571856.fas.00850001.out 824583 824773 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
353 85.00 890579 891024 2_50000_blastdb_BX571856.fas.00850001.out 2700562 2700117 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
351 85.00 890576 891024 2_50000_blastdb_BX571856.fas.00850001.out 2700709 2700261 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
351 85.00 890576 891000 2_50000_blastdb_BX571856.fas.00850001.out 2700529 2700105 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
351 86.00 890588 891000 2_50000_blastdb_BX571856.fas.00850001.out 843065 843477 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
347 99.00 862054 862232 2_50000_blastdb_BX571856.fas.00850001.out 1509444 1509266 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
345 84.00 890009 890514 2_50000_blastdb_BX571856.fas.00850001.out 2700508 2700003 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
343 86.00 890579 890955 2_50000_blastdb_BX571856.fas.00850001.out 2700472 2700096 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
343 99.00 862056 862232 2_50000_blastdb_BX571856.fas.00850001.out 2351254 2351078 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
335 86.00 890576 890952 2_50000_blastdb_BX571856.fas.00850001.out 604993 605369 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
331 87.00 890639 890997 2_50000_blastdb_BX571856.fas.00850001.out 596605 596963 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
329 99.00 862056 862229 2_50000_blastdb_BX571856.fas.00850001.out 2590772 2590945 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
327 84.00 890576 891015 2_50000_blastdb_BX571856.fas.00850001.out 601120 601553 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
325 83.00 890576 891052 2_50000_blastdb_BX571856.fas.00850001.out 596596 597078 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
323 88.00 890195 890506 2_50000_blastdb_BX571856.fas.00850001.out 601021 601338 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
321 84.00 890576 891032 2_50000_blastdb_BX571856.fas.00850001.out 601030 601480 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
319 84.00 890588 891032 2_50000_blastdb_BX571856.fas.00850001.out 2700715 2700271 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
317 84.00 890588 891051 2_50000_blastdb_BX571856.fas.00850001.out 843137 843600 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
317 85.00 890645 891052 2_50000_blastdb_BX571856.fas.00850001.out 604954 605361 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
317 87.00 890198 890514 2_50000_blastdb_BX571856.fas.00850001.out 604951 605273 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
313 85.00 890576 890985 2_50000_blastdb_BX571856.fas.00850001.out 2700583 2700174 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
311 85.00 890591 890979 2_50000_blastdb_BX571856.fas.00850001.out 596593 596981 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
309 97.00 885309 885488 2_50000_blastdb_BX571856.fas.00850001.out 838121 838300 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
309 84.00 890576 891030 2_50000_blastdb_BX571856.fas.00850001.out 601066 601514 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
307 97.00 884090 884264 2_50000_blastdb_BX571856.fas.00850001.out 837905 838079 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
307 92.00 862261 862491 2_50000_blastdb_BX571856.fas.00850001.out 273583 273813 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
303 84.00 890576 890991 2_50000_blastdb_BX571856.fas.00850001.out 2700385 2699976 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
303 84.00 890576 891024 2_50000_blastdb_BX571856.fas.00850001.out 842963 843411 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
