Id,Sample_Name,Country_Of_Isolation,Longitude,Latitude,Year,Accession,Source,Serotype,Transmission_Event,Transmission_Event__color,Transmission_Event__shape,LAT,LAT__color,LAT__shape,Wave,Wave__color,Wave__shape,ampicillin__color,chloramphenicol__color,cefalotin__color,ciprofloxacin__color,colistin__color,cefotaxime__color,doxycycline__color,erythromycin__color,nitrofurantoin__color,nalidixic_acid__color,norfloxacin__color,vibriostatic_agent_O129__color,ofloxacin__color,polymyxin_B__color,pefloxacin__color,streptomycin__color,sulfonamides__color,trimethoprim_sulfamethoxazole__color,tetracycline__color,incA_C_plasmid,SXT_R391,GI_AMR,blaTEM,blaCARB,blaSHV,blaOXA,blaCTX_M,blaACT,blaCMY,strA_strB,aadA1,aadA2,aph_3___I,Other_aminoglycosides,aadA_New,catB9,catA1,catA2,floR,cmlA1,mphA,others,sul1,sul2,tet_A_,tet_B_,tet_C_,tet_D_,tet_G_,tet_New,dfrA1,dfrA12,dfrA15,dfrA18,dfrA23,dfrA30,dfrA31,dfrA_New,PMQR,gyrA,gyrB,parC,parE
16356_8_69,CNRVC970007,DemocraticRepublicoftheCongo,21.758664,-4.038333,1997,ERR998724,Clinical,Inaba,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,,,tet(B),tet(C),,,,,,dfrA15,,,,,,,D87Y,,,
CDCC8465_rep,C8465,Burundi,29.918886,-3.373056,1992,ERR1877617,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),tet(C),,,,,,dfrA15,,,,,,,,,,
CDCC8466_rep,C8466,Burundi,29.918886,-3.373056,1992,ERR1877618,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),tet(C),,,,,,dfrA15,,,,,,,,,,
16244_7_79,CNRVC930425,Burundi,29.918886,-3.373056,1993,ERR976530,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16356_8_12,CNRVC950693,DemocraticRepublicoftheCongo,21.758664,-4.038333,1995,ERR998668,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_7_89,CNRVC940131,DemocraticRepublicoftheCongo,21.758664,-4.038333,1994,ERR976540,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16356_8_26,CNRVC950746,DemocraticRepublicoftheCongo,21.758664,-4.038333,1995,ERR998681,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16356_8_14,CNRVC950695,DemocraticRepublicoftheCongo,21.758664,-4.038333,1995,ERR998670,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16356_8_13,CNRVC950694,DemocraticRepublicoftheCongo,21.758664,-4.038333,1995,ERR998669,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_7_77,CNRVC930409,Rwanda,29.873888,-1.940278,1993,ERR976528,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_7_80,CNRVC930428,Tanzania,34.888822,-6.369028,1993,ERR976531,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_7_78,CNRVC930417,Burundi,29.918886,-3.373056,1993,ERR976529,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
CDCF3397,F3397,Zambia_RepublicofSouthAfrica,27.849332,-13.133897,1996,ERR1879653,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
CDCF3403,F3403,Zambia_RepublicofSouthAfrica,27.849332,-13.133897,1996,ERR1879654,Clinical,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036_3_18,329_02,Zambia,27.849332,-13.133897,1996,ERR164758,No_Data,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
8036_3_20,330_02,Zambia,27.849332,-13.133897,1997,ERR164760,No_Data,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
6437_7_17,354_02,Zambia,27.849332,-13.133897,1996,ERR044794,No_Data,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,,,,,,,,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
CDCF3835,F3835,Tanzania,34.888822,-6.369028,1997,ERR1879655,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16356_8_79,CNRVC970064,DemocraticRepublicoftheCongo,21.758664,-4.038333,1997,ERR998734,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#D85027,#D85027,IncA_C2,,,,,,,,,,,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_8_4,CNRVC970176,DemocraticRepublicoftheCongo,21.758664,-4.038333,1997,ERR976586,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
16244_8_2,CNRVC970174,DemocraticRepublicoftheCongo,21.758664,-4.038333,1997,ERR976548,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#D85027,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
CDCF5097,F5097,Malawi,34.301525,-13.254308,1997,ERR1880761,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
CDCF5096,F5096,Malawi,34.301525,-13.254308,1997,ERR1879658,Clinical,Ogawa,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
8036_3_23,20_03,Zambia,27.849332,-13.133897,1997,ERR164763,No_Data,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,,,,,,,dfrA15,,,,,,,,,,
8036_3_19,177_03,Zambia,27.849332,-13.133897,1997,ERR164759,No_Data,Unknown,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
8036_3_17,280_02,Zambia,27.849332,-13.133897,1996,ERR164757,No_Data,No_Data,T5,#ECAA37,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,tet(B),,,,,,,dfrA15,,,,,,,,,,
4075_3_7,GP140,Malaysia,101.975766,4.210484,1978,ERR018193,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR579067,2710_CDC,China,104.195397,35.861660,1986,ERR579067,No_Data,Inaba,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,SGI1_noAMR,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC910040_CAGATC_L001,CNRVC910040,Cambodia,104.990963,12.565679,1991,ERR1879548,Clinical,Inaba,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9::IS,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR576970,T21_CDC,Thailand,100.992541,15.870032,1990,ERR576970,Clinical,Inaba,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC920171_TACAGC_L001,CNRVC920171,VietNam,108.277199,14.058324,1983,ERR1879551,Clinical,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056_8_1,A245,VietNam,108.277199,14.058324,1989,ERR018171,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056_7_9,A241,VietNam,108.277199,14.058324,1989,ERR018169,No_Data,Inaba,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR579064,2757_CDC,China,104.195397,35.861660,1987,ERR579064,No_Data,Inaba,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174_7_6,A10,Bangladesh,90.356331,23.684994,1979,ERR025383,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2__IncP,,,blaTEM-1B,,,,,,,,,aadA2,aph(3')-Ia,,,catB9,,,,,,,sul1,,tet(A),,,,,,dfrA1,,,,,,,,,,,,
4056_8_4,A390,Bangladesh,90.356331,23.684994,1987,ERR018177,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075_3_3,PRL5,India,78.962880,20.593684,1980,ERR018189,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC930174_CTTGTA_L002,CNRVC930174,SriLanka,80.771797,7.873054,1981,ERR1879571 ,Clinical,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSTI_V12,THSTI_V12,India,78.962880,20.593684,1989,ERR1880838,Clinical,Inaba,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#D85027,#117899,#117899,,SXTMO10_ICEVchInd4,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,,,,,,,,,,,,,
THSTI_V108,THSTI_V108,India,78.962880,20.593684,1990,ERR1880837,Clinical,Inaba,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,SXTMO10_ICEVchInd4,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,,,,,,,,,,,,,
THSTI_V149,THSTI_V149,India,78.962880,20.593684,1990,ERR1880839,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,SXTMO10_ICEVchInd4,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,,,,,,,,,,,,,
4056_2_1,A330,India,78.962880,20.593684,1993,ERR018119,No_Data,Unknown,,white,circle,,white,circle,2,#117899,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,SXTMO10_ICEVchInd4,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,,,,dfrA18,,,,,,,,,
4056_2_11,A383,Bangladesh,90.356331,23.684994,2002,ERR018121,No_Data,Unknown,,white,circle,,white,circle,2,#117899,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,SXTMO10_ICEVchInd4_del,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,S83I,,,
MO10,MO10,India,78.962880,20.593684,1992,AAKF03000000,Clinical,Unknown,,white,circle,,white,circle,2,#117899,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,SXTMO10_ICEVchInd4,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,,,,dfrA18,,,,,,,,,
ERR579061,2848_CDC,China,104.195397,35.861660,1988,ERR579061,No_Data,Ogawa,,white,circle,,white,circle,2,#117899,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC150222_ACTGAT_L001,CNRVC150222,Romania,24.966760,45.943161,1987,ERR1879431,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC150224_ATTCCT_L001,CNRVC150224,Romania,24.966760,45.943161,1990,ERR1879433,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
150134_S11,CNRVC150134,RussianFederation,105.318756,61.524010,1990,ERR1878616,Environmental,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
150133_S10,CNRVC150133,RussianFederation,105.318756,61.524010,1990,ERR1878615,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC910164_CTTGTA_L001,CNRVC910164,Turkey,35.243322,38.963745,1991,ERR1879549,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC910416_TAATCG_L001,CNRVC910416,Kurdistan,47.136212,35.955358,1991,ERR1879550,Clinical,Ogawa,,white,circle,,white,circle,2,#117899,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
